Archivo,Peso (KB),Algoritmo,Energia Encrypt (J),Energia Encrypt (J/byte),Energia Decrypt (J),Energia Decrypt (J/byte)
img_073.jpg,829.75,3DES,0.5448,0.00000064,0.3357,0.00000040
img_073.jpg,829.75,ChaCha20,0.0014,0.00000000,0.0081,0.00000001
img_073.jpg,829.75,Camellia,0.0109,0.00000001,0.0281,0.00000003
img_074.jpg,785.73,AES,0.0008,0.00000000,0.0011,0.00000000
img_074.jpg,785.73,3DES,0.7509,0.00000093,0.2656,0.00000033
img_074.jpg,785.73,ChaCha20,0.0013,0.00000000,0.0037,0.00000000
img_074.jpg,785.73,Camellia,0.0045,0.00000001,0.0114,0.00000001
img_075.jpg,822.43,AES,0.0003,0.00000000,0.0060,0.00000001
img_075.jpg,822.43,3DES,0.3700,0.00000044,0.2505,0.00000030
img_075.jpg,822.43,ChaCha20,0.0003,0.00000000,0.0000,0.00000000
img_075.jpg,822.43,Camellia,0.0021,0.00000000,0.0068,0.00000001
img_076.jpg,713.51,AES,0.0002,0.00000000,0.0066,0.00000001
img_076.jpg,713.51,3DES,0.3859,0.00000053,0.2431,0.00000033
img_076.jpg,713.51,ChaCha20,0.0005,0.00000000,0.0025,0.00000000
img_076.jpg,713.51,Camellia,0.0077,0.00000001,0.0000,0.00000000
img_077.jpg,840.50,AES,0.0000,0.00000000,0.0015,0.00000000
img_077.jpg,840.50,3DES,0.4329,0.00000050,0.3367,0.00000039
img_077.jpg,840.50,ChaCha20,0.0012,0.00000000,0.0003,0.00000000
img_077.jpg,840.50,Camellia,0.0085,0.00000001,0.0084,0.00000001
img_078.jpg,777.33,AES,0.0007,0.00000000,0.0011,0.00000000
img_078.jpg,777.33,3DES,0.3968,0.00000050,0.6190,0.00000078
img_078.jpg,777.33,ChaCha20,0.0013,0.00000000,0.0008,0.00000000
img_078.jpg,777.33,Camellia,0.0079,0.00000001,0.0050,0.00000001
img_079.jpg,774.50,AES,0.0029,0.00000000,0.0012,0.00000000
img_079.jpg,774.50,3DES,0.6859,0.00000086,0.2530,0.00000032
img_079.jpg,774.50,ChaCha20,0.0002,0.00000000,0.0170,0.00000002
img_079.jpg,774.50,Camellia,0.0014,0.00000000,0.0065,0.00000001
img_080.jpg,778.72,AES,0.0014,0.00000000,0.0008,0.00000000
img_080.jpg,778.72,3DES,0.7576,0.00000095,0.3201,0.00000040
img_080.jpg,778.72,ChaCha20,0.0005,0.00000000,0.0034,0.00000000
img_080.jpg,778.72,Camellia,0.0144,0.00000002,0.0106,0.00000001
img_081.jpg,894.38,AES,0.0024,0.00000000,0.0026,0.00000000
img_081.jpg,894.38,3DES,0.9585,0.00000105,0.7027,0.00000077
img_081.jpg,894.38,ChaCha20,0.0020,0.00000000,0.0063,0.00000001
img_081.jpg,894.38,Camellia,0.0225,0.00000002,0.0162,0.00000002
img_082.jpg,812.55,AES,0.0006,0.00000000,0.0009,0.00000000
img_082.jpg,812.55,3DES,1.0166,0.00000122,0.5054,0.00000061
img_082.jpg,812.55,ChaCha20,0.0020,0.00000000,0.0009,0.00000000
img_082.jpg,812.55,Camellia,0.0107,0.00000001,0.0157,0.00000002
img_083.jpg,772.95,AES,0.0012,0.00000000,0.0006,0.00000000
img_083.jpg,772.95,3DES,0.4360,0.00000055,0.5166,0.00000065
img_083.jpg,772.95,ChaCha20,0.0000,0.00000000,0.0007,0.00000000
img_083.jpg,772.95,Camellia,0.0262,0.00000003,0.0098,0.00000001
img_084.jpg,786.48,AES,0.0005,0.00000000,0.0043,0.00000001
img_084.jpg,786.48,3DES,0.2851,0.00000035,0.4923,0.00000061
img_084.jpg,786.48,ChaCha20,0.0025,0.00000000,0.0026,0.00000000
img_084.jpg,786.48,Camellia,0.0084,0.00000001,0.0008,0.00000000
img_085.jpg,926.24,AES,0.0093,0.00000001,0.0019,0.00000000
img_085.jpg,926.24,3DES,0.4566,0.00000048,0.5754,0.00000061
img_085.jpg,926.24,ChaCha20,0.0013,0.00000000,0.0012,0.00000000
img_085.jpg,926.24,Camellia,0.0224,0.00000002,0.0088,0.00000001
img_086.jpg,826.80,AES,0.0008,0.00000000,0.0031,0.00000000
img_086.jpg,826.80,3DES,0.3062,0.00000036,0.6896,0.00000081
img_086.jpg,826.80,ChaCha20,0.0009,0.00000000,0.0000,0.00000000
img_086.jpg,826.80,Camellia,0.0237,0.00000003,0.0046,0.00000001
img_087.jpg,941.81,AES,0.0023,0.00000000,0.0045,0.00000000
img_087.jpg,941.81,3DES,0.6983,0.00000072,0.9203,0.00000095
img_087.jpg,941.81,ChaCha20,0.0004,0.00000000,0.0000,0.00000000
img_087.jpg,941.81,Camellia,0.0343,0.00000004,0.0152,0.00000002
img_088.jpg,876.69,AES,0.0021,0.00000000,0.0014,0.00000000
img_088.jpg,876.69,3DES,0.4590,0.00000051,0.5702,0.00000064
img_088.jpg,876.69,ChaCha20,0.0006,0.00000000,0.0014,0.00000000
img_088.jpg,876.69,Camellia,0.0084,0.00000001,0.0138,0.00000002
img_089.jpg,884.63,AES,0.0011,0.00000000,0.0008,0.00000000
img_089.jpg,884.63,3DES,0.3929,0.00000043,0.8148,0.00000090
img_089.jpg,884.63,ChaCha20,0.0007,0.00000000,0.0017,0.00000000
img_089.jpg,884.63,Camellia,0.0133,0.00000001,0.0294,0.00000003
img_090.jpg,965.91,AES,0.0007,0.00000000,0.0033,0.00000000
img_090.jpg,965.91,3DES,0.3632,0.00000037,0.5427,0.00000055
img_090.jpg,965.91,ChaCha20,0.0005,0.00000000,0.0039,0.00000000
img_090.jpg,965.91,Camellia,0.0079,0.00000001,0.0073,0.00000001
img_091.jpg,823.60,AES,0.0009,0.00000000,0.0017,0.00000000
img_091.jpg,823.60,3DES,0.5594,0.00000066,0.3921,0.00000046
img_091.jpg,823.60,ChaCha20,0.0004,0.00000000,0.0011,0.00000000
img_091.jpg,823.60,Camellia,0.0213,0.00000003,0.0155,0.00000002
img_092.jpg,890.94,AES,0.0029,0.00000000,0.0013,0.00000000
img_092.jpg,890.94,3DES,0.4050,0.00000044,0.5840,0.00000064
img_092.jpg,890.94,ChaCha20,0.0025,0.00000000,0.0004,0.00000000
img_092.jpg,890.94,Camellia,0.0086,0.00000001,0.0072,0.00000001
img_093.jpg,927.33,AES,0.0020,0.00000000,0.0088,0.00000001
img_093.jpg,927.33,3DES,0.5012,0.00000053,0.5254,0.00000055
img_093.jpg,927.33,ChaCha20,0.0101,0.00000001,0.0051,0.00000001
img_093.jpg,927.33,Camellia,0.0049,0.00000001,0.0024,0.00000000
img_094.jpg,879.34,AES,0.0008,0.00000000,0.0077,0.00000001
img_094.jpg,879.34,3DES,0.5697,0.00000063,0.3566,0.00000040
img_094.jpg,879.34,ChaCha20,0.0009,0.00000000,0.0021,0.00000000
img_094.jpg,879.34,Camellia,0.0050,0.00000001,0.0038,0.00000000
img_095.jpg,879.80,AES,0.0010,0.00000000,0.0036,0.00000000
img_095.jpg,879.80,3DES,0.5989,0.00000066,0.3944,0.00000044
img_095.jpg,879.80,ChaCha20,0.0004,0.00000000,0.0023,0.00000000
img_095.jpg,879.80,Camellia,0.0032,0.00000000,0.0170,0.00000002
img_096.jpg,981.51,AES,0.0029,0.00000000,0.0035,0.00000000
img_096.jpg,981.51,3DES,1.1345,0.00000113,1.3600,0.00000135
img_096.jpg,981.51,ChaCha20,0.0045,0.00000000,0.0025,0.00000000
img_096.jpg,981.51,Camellia,0.0109,0.00000001,0.0123,0.00000001
img_097.jpg,1087.54,AES,0.0062,0.00000001,0.0048,0.00000000
img_097.jpg,1087.54,3DES,0.7760,0.00000070,0.5781,0.00000052
img_097.jpg,1087.54,ChaCha20,0.0025,0.00000000,0.0073,0.00000001
img_097.jpg,1087.54,Camellia,0.0031,0.00000000,0.0097,0.00000001
img_098.jpg,1078.69,AES,0.0042,0.00000000,0.0010,0.00000000
img_098.jpg,1078.69,3DES,0.4273,0.00000039,0.5002,0.00000045
img_098.jpg,1078.69,ChaCha20,0.0017,0.00000000,0.0020,0.00000000
img_098.jpg,1078.69,Camellia,0.0058,0.00000001,0.0137,0.00000001
img_099.jpg,1065.44,AES,0.0018,0.00000000,0.0043,0.00000000
img_099.jpg,1065.44,3DES,0.3783,0.00000035,0.6845,0.00000063
img_099.jpg,1065.44,ChaCha20,0.0015,0.00000000,0.0012,0.00000000
img_099.jpg,1065.44,Camellia,0.0073,0.00000001,0.0186,0.00000002
img_100.jpg,935.46,AES,0.0029,0.00000000,0.0046,0.00000000
img_100.jpg,935.46,3DES,0.4102,0.00000043,0.6857,0.00000072
img_100.jpg,935.46,ChaCha20,0.0006,0.00000000,0.0067,0.00000001
img_100.jpg,935.46,Camellia,0.0079,0.00000001,0.0105,0.00000001
text_001.txt,0.32,AES,0.0001,0.00000032,0.0000,0.00000011
text_001.txt,0.32,3DES,0.0002,0.00000075,0.0002,0.00000052
text_001.txt,0.32,ChaCha20,0.0002,0.00000064,0.0006,0.00000167
text_001.txt,0.32,Camellia,0.0001,0.00000022,0.0001,0.00000028
text_002.txt,0.65,AES,0.0000,0.00000005,0.0001,0.00000013
text_002.txt,0.65,3DES,0.0003,0.00000045,0.0007,0.00000099
text_002.txt,0.65,ChaCha20,0.0002,0.00000034,0.0000,0.00000007
text_002.txt,0.65,Camellia,0.0000,0.00000002,0.0003,0.00000039
text_003.txt,0.98,AES,0.0001,0.00000010,0.0002,0.00000021
text_003.txt,0.98,3DES,0.0004,0.00000036,0.0000,0.00000000
text_003.txt,0.98,ChaCha20,0.0003,0.00000033,0.0000,0.00000005
text_003.txt,0.98,Camellia,0.0002,0.00000024,0.0001,0.00000008
text_004.txt,1.31,AES,0.0002,0.00000012,0.0001,0.00000010
text_004.txt,1.31,3DES,0.0010,0.00000077,0.0008,0.00000062
text_004.txt,1.31,ChaCha20,0.0000,0.00000002,0.0000,0.00000001
text_004.txt,1.31,Camellia,0.0002,0.00000017,0.0002,0.00000013
text_005.txt,1.64,AES,0.0005,0.00000027,0.0001,0.00000003
text_005.txt,1.64,3DES,0.0000,0.00000000,0.0015,0.00000091
text_005.txt,1.64,ChaCha20,0.0005,0.00000029,0.0001,0.00000007
text_005.txt,1.64,Camellia,0.0002,0.00000009,0.0000,0.00000003
text_006.txt,1.96,AES,0.0001,0.00000003,0.0001,0.00000004
text_006.txt,1.96,3DES,0.0016,0.00000079,0.0003,0.00000014
text_006.txt,1.96,ChaCha20,0.0000,0.00000002,0.0002,0.00000008
text_006.txt,1.96,Camellia,0.0003,0.00000014,0.0004,0.00000020
text_007.txt,2.29,AES,0.0001,0.00000004,0.0002,0.00000008
text_007.txt,2.29,3DES,0.0007,0.00000032,0.0030,0.00000128
text_007.txt,2.29,ChaCha20,0.0005,0.00000022,0.0000,0.00000000
text_007.txt,2.29,Camellia,0.0001,0.00000003,0.0002,0.00000009
text_008.txt,2.62,AES,0.0003,0.00000010,0.0003,0.00000012
text_008.txt,2.62,3DES,0.0008,0.00000028,0.0005,0.00000020
text_008.txt,2.62,ChaCha20,0.0002,0.00000006,0.0000,0.00000001
text_008.txt,2.62,Camellia,0.0003,0.00000013,0.0006,0.00000022
text_009.txt,2.95,AES,0.0001,0.00000002,0.0005,0.00000017
text_009.txt,2.95,3DES,0.0037,0.00000123,0.0007,0.00000022
text_009.txt,2.95,ChaCha20,0.0001,0.00000002,0.0000,0.00000001
text_009.txt,2.95,Camellia,0.0002,0.00000008,0.0002,0.00000006
text_010.txt,3.28,AES,0.0001,0.00000002,0.0001,0.00000004
text_010.txt,3.28,3DES,0.0080,0.00000238,0.0019,0.00000055
text_010.txt,3.28,ChaCha20,0.0001,0.00000002,0.0001,0.00000003
text_010.txt,3.28,Camellia,0.0004,0.00000013,0.0002,0.00000005
text_011.txt,3.61,AES,0.0001,0.00000002,0.0000,0.00000001
text_011.txt,3.61,3DES,0.0004,0.00000010,0.0014,0.00000038
text_011.txt,3.61,ChaCha20,0.0001,0.00000003,0.0003,0.00000009
text_011.txt,3.61,Camellia,0.0001,0.00000003,0.0000,0.00000001
text_012.txt,3.93,AES,0.0002,0.00000005,0.0001,0.00000001
text_012.txt,3.93,3DES,0.0008,0.00000020,0.0012,0.00000029
text_012.txt,3.93,ChaCha20,0.0000,0.00000000,0.0001,0.00000004
text_012.txt,3.93,Camellia,0.0010,0.00000026,0.0001,0.00000002
text_013.txt,4.26,AES,0.0003,0.00000006,0.0002,0.00000004
text_013.txt,4.26,3DES,0.0009,0.00000021,0.0020,0.00000045
text_013.txt,4.26,ChaCha20,0.0000,0.00000000,0.0001,0.00000002
text_013.txt,4.26,Camellia,0.0001,0.00000003,0.0008,0.00000019
text_014.txt,4.59,AES,0.0002,0.00000003,0.0000,0.00000001
text_014.txt,4.59,3DES,0.0043,0.00000092,0.0052,0.00000110
text_014.txt,4.59,ChaCha20,0.0002,0.00000004,0.0001,0.00000001
text_014.txt,4.59,Camellia,0.0000,0.00000000,0.0005,0.00000011
text_015.txt,4.92,AES,0.0004,0.00000007,0.0002,0.00000005
text_015.txt,4.92,3DES,0.0066,0.00000132,0.0019,0.00000037
text_015.txt,4.92,ChaCha20,0.0000,0.00000000,0.0000,0.00000001
text_015.txt,4.92,Camellia,0.0000,0.00000000,0.0002,0.00000003
text_016.txt,5.25,AES,0.0002,0.00000004,0.0004,0.00000007
text_016.txt,5.25,3DES,0.0063,0.00000117,0.0068,0.00000127
text_016.txt,5.25,ChaCha20,0.0000,0.00000001,0.0002,0.00000004
text_016.txt,5.25,Camellia,0.0002,0.00000003,0.0002,0.00000004
text_017.txt,5.57,AES,0.0002,0.00000003,0.0001,0.00000001
text_017.txt,5.57,3DES,0.0027,0.00000048,0.0015,0.00000026
text_017.txt,5.57,ChaCha20,0.0001,0.00000001,0.0002,0.00000003
text_017.txt,5.57,Camellia,0.0001,0.00000001,0.0002,0.00000004
text_018.txt,5.90,AES,0.0002,0.00000003,0.0000,0.00000000
text_018.txt,5.90,3DES,0.0017,0.00000029,0.0044,0.00000073
text_018.txt,5.90,ChaCha20,0.0000,0.00000001,0.0000,0.00000000
text_018.txt,5.90,Camellia,0.0004,0.00000006,0.0000,0.00000000
text_019.txt,6.23,AES,0.0005,0.00000008,0.0000,0.00000000
text_019.txt,6.23,3DES,0.0038,0.00000059,0.0009,0.00000013
text_019.txt,6.23,ChaCha20,0.0001,0.00000001,0.0002,0.00000002
text_019.txt,6.23,Camellia,0.0001,0.00000002,0.0000,0.00000001
text_020.txt,6.56,AES,0.0002,0.00000003,0.0000,0.00000000
text_020.txt,6.56,3DES,0.0179,0.00000267,0.0053,0.00000079
text_020.txt,6.56,ChaCha20,0.0002,0.00000003,0.0000,0.00000000
text_020.txt,6.56,Camellia,0.0002,0.00000003,0.0001,0.00000002
text_021.txt,6.89,AES,0.0007,0.00000010,0.0001,0.00000001
text_021.txt,6.89,3DES,0.0055,0.00000079,0.0031,0.00000044
text_021.txt,6.89,ChaCha20,0.0001,0.00000001,0.0001,0.00000001
text_021.txt,6.89,Camellia,0.0001,0.00000002,0.0001,0.00000002
text_022.txt,7.21,AES,0.0000,0.00000001,0.0004,0.00000005
text_022.txt,7.21,3DES,0.0025,0.00000034,0.0056,0.00000076
text_022.txt,7.21,ChaCha20,0.0001,0.00000001,0.0002,0.00000003
text_022.txt,7.21,Camellia,0.0002,0.00000002,0.0001,0.00000002
text_023.txt,7.54,AES,0.0002,0.00000002,0.0001,0.00000001
text_023.txt,7.54,3DES,0.0015,0.00000020,0.0016,0.00000021
text_023.txt,7.54,ChaCha20,0.0000,0.00000000,0.0002,0.00000003
text_023.txt,7.54,Camellia,0.0000,0.00000001,0.0002,0.00000003
text_024.txt,7.87,AES,0.0001,0.00000001,0.0001,0.00000001
text_024.txt,7.87,3DES,0.0201,0.00000249,0.0073,0.00000091
text_024.txt,7.87,ChaCha20,0.0001,0.00000001,0.0001,0.00000002
text_024.txt,7.87,Camellia,0.0001,0.00000001,0.0003,0.00000004
text_025.txt,8.20,AES,0.0008,0.00000010,0.0000,0.00000001
text_025.txt,8.20,3DES,0.0019,0.00000022,0.0049,0.00000058
text_025.txt,8.20,ChaCha20,0.0001,0.00000002,0.0001,0.00000001
text_025.txt,8.20,Camellia,0.0001,0.00000001,0.0006,0.00000007
text_026.txt,8.53,AES,0.0002,0.00000002,0.0003,0.00000003
text_026.txt,8.53,3DES,0.0015,0.00000018,0.0070,0.00000080
text_026.txt,8.53,ChaCha20,0.0001,0.00000001,0.0002,0.00000002
text_026.txt,8.53,Camellia,0.0002,0.00000002,0.0006,0.00000007
text_027.txt,8.86,AES,0.0001,0.00000001,0.0000,0.00000000
text_027.txt,8.86,3DES,0.0023,0.00000025,0.0000,0.00000000
text_027.txt,8.86,ChaCha20,0.0001,0.00000001,0.0001,0.00000002
text_027.txt,8.86,Camellia,0.0004,0.00000004,0.0002,0.00000002
text_028.txt,9.18,AES,0.0002,0.00000002,0.0002,0.00000002
text_028.txt,9.18,3DES,0.0028,0.00000030,0.0041,0.00000043
text_028.txt,9.18,ChaCha20,0.0000,0.00000000,0.0001,0.00000001
text_028.txt,9.18,Camellia,0.0003,0.00000003,0.0002,0.00000002
text_029.txt,9.51,AES,0.0002,0.00000002,0.0000,0.00000000
text_029.txt,9.51,3DES,0.0027,0.00000028,0.0000,0.00000000
text_029.txt,9.51,ChaCha20,0.0000,0.00000000,0.0002,0.00000002
text_029.txt,9.51,Camellia,0.0001,0.00000001,0.0001,0.00000001
text_030.txt,9.84,AES,0.0001,0.00000001,0.0005,0.00000005
text_030.txt,9.84,3DES,0.0019,0.00000018,0.0028,0.00000028
text_030.txt,9.84,ChaCha20,0.0001,0.00000001,0.0003,0.00000003
text_030.txt,9.84,Camellia,0.0001,0.00000001,0.0001,0.00000001
text_031.txt,10.17,AES,0.0002,0.00000002,0.0001,0.00000001
text_031.txt,10.17,3DES,0.0034,0.00000032,0.0020,0.00000019
text_031.txt,10.17,ChaCha20,0.0002,0.00000002,0.0004,0.00000003
text_031.txt,10.17,Camellia,0.0002,0.00000002,0.0001,0.00000001
text_032.txt,10.50,AES,0.0000,0.00000000,0.0000,0.00000000
text_032.txt,10.50,3DES,0.0091,0.00000085,0.0036,0.00000034
text_032.txt,10.50,ChaCha20,0.0001,0.00000001,0.0001,0.00000001
text_032.txt,10.50,Camellia,0.0004,0.00000004,0.0001,0.00000001
text_033.txt,10.82,AES,0.0004,0.00000003,0.0001,0.00000001
text_033.txt,10.82,3DES,0.0136,0.00000123,0.0014,0.00000013
text_033.txt,10.82,ChaCha20,0.0001,0.00000001,0.0007,0.00000006
text_033.txt,10.82,Camellia,0.0002,0.00000002,0.0001,0.00000001
text_034.txt,11.15,AES,0.0003,0.00000003,0.0001,0.00000001
text_034.txt,11.15,3DES,0.0036,0.00000031,0.0088,0.00000077
text_034.txt,11.15,ChaCha20,0.0000,0.00000000,0.0004,0.00000004
text_034.txt,11.15,Camellia,0.0002,0.00000002,0.0001,0.00000001
text_035.txt,11.48,AES,0.0003,0.00000003,0.0003,0.00000003
text_035.txt,11.48,3DES,0.0025,0.00000021,0.0062,0.00000053
text_035.txt,11.48,ChaCha20,0.0000,0.00000000,0.0002,0.00000002
text_035.txt,11.48,Camellia,0.0001,0.00000001,0.0003,0.00000003
text_036.txt,11.81,AES,0.0001,0.00000001,0.0000,0.00000000
text_036.txt,11.81,3DES,0.0100,0.00000083,0.0093,0.00000077
text_036.txt,11.81,ChaCha20,0.0000,0.00000000,0.0002,0.00000002
text_036.txt,11.81,Camellia,0.0000,0.00000000,0.0001,0.00000001
text_037.txt,12.14,AES,0.0004,0.00000004,0.0002,0.00000002
text_037.txt,12.14,3DES,0.0021,0.00000017,0.0015,0.00000012
text_037.txt,12.14,ChaCha20,0.0000,0.00000000,0.0003,0.00000002
text_037.txt,12.14,Camellia,0.0004,0.00000003,0.0002,0.00000001
text_038.txt,12.46,AES,0.0006,0.00000005,0.0003,0.00000002
text_038.txt,12.46,3DES,0.0061,0.00000048,0.0074,0.00000058
text_038.txt,12.46,ChaCha20,0.0000,0.00000000,0.0002,0.00000001
text_038.txt,12.46,Camellia,0.0002,0.00000001,0.0001,0.00000001
text_039.txt,12.79,AES,0.0005,0.00000004,0.0001,0.00000001
text_039.txt,12.79,3DES,0.0020,0.00000015,0.0024,0.00000019
text_039.txt,12.79,ChaCha20,0.0001,0.00000001,0.0001,0.00000001
text_039.txt,12.79,Camellia,0.0015,0.00000011,0.0000,0.00000000
text_040.txt,13.12,AES,0.0007,0.00000005,0.0001,0.00000001
text_040.txt,13.12,3DES,0.0166,0.00000124,0.0104,0.00000077
text_040.txt,13.12,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_040.txt,13.12,Camellia,0.0000,0.00000000,0.0008,0.00000006
text_041.txt,13.45,AES,0.0003,0.00000002,0.0002,0.00000001
text_041.txt,13.45,3DES,0.0027,0.00000019,0.0063,0.00000046
text_041.txt,13.45,ChaCha20,0.0003,0.00000002,0.0001,0.00000000
text_041.txt,13.45,Camellia,0.0003,0.00000002,0.0001,0.00000000
text_042.txt,13.78,AES,0.0005,0.00000004,0.0002,0.00000001
text_042.txt,13.78,3DES,0.0085,0.00000060,0.0157,0.00000111
text_042.txt,13.78,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_042.txt,13.78,Camellia,0.0001,0.00000001,0.0006,0.00000004
text_043.txt,14.11,AES,0.0002,0.00000002,0.0001,0.00000001
text_043.txt,14.11,3DES,0.0113,0.00000078,0.0024,0.00000016
text_043.txt,14.11,ChaCha20,0.0001,0.00000000,0.0002,0.00000001
text_043.txt,14.11,Camellia,0.0003,0.00000002,0.0001,0.00000001
text_044.txt,14.43,AES,0.0004,0.00000003,0.0002,0.00000001
text_044.txt,14.43,3DES,0.0094,0.00000064,0.0059,0.00000040
text_044.txt,14.43,ChaCha20,0.0001,0.00000001,0.0001,0.00000001
text_044.txt,14.43,Camellia,0.0002,0.00000001,0.0003,0.00000002
text_045.txt,14.76,AES,0.0002,0.00000001,0.0002,0.00000002
text_045.txt,14.76,3DES,0.0066,0.00000044,0.0028,0.00000019
text_045.txt,14.76,ChaCha20,0.0001,0.00000001,0.0002,0.00000001
text_045.txt,14.76,Camellia,0.0016,0.00000010,0.0002,0.00000002
text_046.txt,15.09,AES,0.0002,0.00000002,0.0001,0.00000001
text_046.txt,15.09,3DES,0.0014,0.00000009,0.0088,0.00000057
text_046.txt,15.09,ChaCha20,0.0002,0.00000001,0.0001,0.00000001
text_046.txt,15.09,Camellia,0.0005,0.00000003,0.0016,0.00000010
text_047.txt,15.42,AES,0.0003,0.00000002,0.0001,0.00000001
text_047.txt,15.42,3DES,0.0049,0.00000031,0.0108,0.00000068
text_047.txt,15.42,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_047.txt,15.42,Camellia,0.0005,0.00000003,0.0003,0.00000002
text_048.txt,15.75,AES,0.0003,0.00000002,0.0000,0.00000000
text_048.txt,15.75,3DES,0.0027,0.00000017,0.0084,0.00000052
text_048.txt,15.75,ChaCha20,0.0001,0.00000001,0.0001,0.00000000
text_048.txt,15.75,Camellia,0.0012,0.00000008,0.0014,0.00000009
text_049.txt,16.07,AES,0.0002,0.00000001,0.0003,0.00000002
text_049.txt,16.07,3DES,0.0041,0.00000025,0.0006,0.00000004
text_049.txt,16.07,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_049.txt,16.07,Camellia,0.0033,0.00000020,0.0005,0.00000003
text_050.txt,16.40,AES,0.0000,0.00000000,0.0000,0.00000000
text_050.txt,16.40,3DES,0.0050,0.00000030,0.0081,0.00000048
text_050.txt,16.40,ChaCha20,0.0002,0.00000001,0.0000,0.00000000
text_050.txt,16.40,Camellia,0.0002,0.00000001,0.0002,0.00000001
text_051.txt,16.73,AES,0.0002,0.00000001,0.0001,0.00000001
text_051.txt,16.73,3DES,0.0108,0.00000063,0.0036,0.00000021
text_051.txt,16.73,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_051.txt,16.73,Camellia,0.0010,0.00000006,0.0003,0.00000002
text_052.txt,17.06,AES,0.0001,0.00000001,0.0000,0.00000000
text_052.txt,17.06,3DES,0.0034,0.00000019,0.0064,0.00000036
text_052.txt,17.06,ChaCha20,0.0001,0.00000001,0.0000,0.00000000
text_052.txt,17.06,Camellia,0.0004,0.00000002,0.0008,0.00000005
text_053.txt,17.39,AES,0.0002,0.00000001,0.0002,0.00000001
text_053.txt,17.39,3DES,0.0060,0.00000034,0.0025,0.00000014
text_053.txt,17.39,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_053.txt,17.39,Camellia,0.0005,0.00000003,0.0005,0.00000003
text_054.txt,17.71,AES,0.0001,0.00000000,0.0002,0.00000001
text_054.txt,17.71,3DES,0.0131,0.00000072,0.0074,0.00000041
text_054.txt,17.71,ChaCha20,0.0001,0.00000001,0.0000,0.00000000
text_054.txt,17.71,Camellia,0.0001,0.00000001,0.0000,0.00000000
text_055.txt,18.04,AES,0.0001,0.00000000,0.0001,0.00000001
text_055.txt,18.04,3DES,0.0152,0.00000082,0.0017,0.00000009
text_055.txt,18.04,ChaCha20,0.0001,0.00000000,0.0002,0.00000001
text_055.txt,18.04,Camellia,0.0004,0.00000002,0.0003,0.00000001
text_056.txt,18.37,AES,0.0000,0.00000000,0.0001,0.00000000
text_056.txt,18.37,3DES,0.0065,0.00000035,0.0016,0.00000008
text_056.txt,18.37,ChaCha20,0.0001,0.00000001,0.0001,0.00000000
text_056.txt,18.37,Camellia,0.0000,0.00000000,0.0003,0.00000001
text_057.txt,18.70,AES,0.0002,0.00000001,0.0002,0.00000001
text_057.txt,18.70,3DES,0.0107,0.00000056,0.0008,0.00000004
text_057.txt,18.70,ChaCha20,0.0001,0.00000000,0.0001,0.00000001
text_057.txt,18.70,Camellia,0.0004,0.00000002,0.0003,0.00000001
text_058.txt,19.03,AES,0.0000,0.00000000,0.0004,0.00000002
text_058.txt,19.03,3DES,0.0228,0.00000117,0.0038,0.00000020
text_058.txt,19.03,ChaCha20,0.0002,0.00000001,0.0001,0.00000001
text_058.txt,19.03,Camellia,0.0007,0.00000004,0.0004,0.00000002
text_059.txt,19.36,AES,0.0003,0.00000001,0.0003,0.00000002
text_059.txt,19.36,3DES,0.0058,0.00000029,0.0009,0.00000004
text_059.txt,19.36,ChaCha20,0.0000,0.00000000,0.0007,0.00000003
text_059.txt,19.36,Camellia,0.0004,0.00000002,0.0005,0.00000003
text_060.txt,19.68,AES,0.0001,0.00000000,0.0000,0.00000000
text_060.txt,19.68,3DES,0.0039,0.00000020,0.0120,0.00000060
text_060.txt,19.68,ChaCha20,0.0002,0.00000001,0.0001,0.00000001
text_060.txt,19.68,Camellia,0.0003,0.00000001,0.0006,0.00000003
text_061.txt,20.01,AES,0.0002,0.00000001,0.0001,0.00000000
text_061.txt,20.01,3DES,0.0039,0.00000019,0.0078,0.00000038
text_061.txt,20.01,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_061.txt,20.01,Camellia,0.0005,0.00000003,0.0003,0.00000002
text_062.txt,20.34,AES,0.0002,0.00000001,0.0002,0.00000001
text_062.txt,20.34,3DES,0.0170,0.00000081,0.0084,0.00000040
text_062.txt,20.34,ChaCha20,0.0001,0.00000001,0.0001,0.00000000
text_062.txt,20.34,Camellia,0.0007,0.00000003,0.0003,0.00000001
text_063.txt,20.67,AES,0.0003,0.00000001,0.0002,0.00000001
text_063.txt,20.67,3DES,0.0070,0.00000033,0.0000,0.00000000
text_063.txt,20.67,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_063.txt,20.67,Camellia,0.0002,0.00000001,0.0001,0.00000000
text_064.txt,21.00,AES,0.0003,0.00000001,0.0000,0.00000000
text_064.txt,21.00,3DES,0.0065,0.00000030,0.0052,0.00000024
