Archivo,Tamaño (KB),Algoritmo,Tiempo Encrypt (s),Velocidad Encrypt (bytes/s),Tiempo Decrypt (s),Velocidad Decrypt (bytes/s)
text_062.txt,20.34,Camellia,0.000131,158834479.48,0.000117,177920496.36
text_063.txt,20.67,AES,0.000049,433015852.96,0.000018,1168003287.58
text_063.txt,20.67,3DES,0.004286,4937604.29,0.004261,4966611.64
text_063.txt,20.67,ChaCha20,0.000026,829609811.74,0.000016,1344973482.67
text_063.txt,20.67,Camellia,0.000155,136566538.24,0.000122,173375488.00
text_064.txt,21.00,AES,0.000048,446423445.54,0.000017,1235308712.33
text_064.txt,21.00,3DES,0.004650,4624014.77,0.004485,4793362.89
text_064.txt,21.00,ChaCha20,0.000028,777392551.72,0.000018,1202367146.67
text_064.txt,21.00,Camellia,0.000141,152584663.28,0.000122,176128000.00
text_065.txt,21.32,AES,0.000048,457934110.72,0.000018,1205089765.05
text_065.txt,21.32,3DES,0.004562,4786100.66,0.004527,4823405.42
text_065.txt,21.32,ChaCha20,0.000023,954029397.33,0.000016,1366967494.69
text_065.txt,21.32,Camellia,0.000162,134686503.15,0.000126,173459890.42
text_066.txt,21.65,AES,0.000088,250663364.66,0.000035,636959645.81
text_066.txt,21.65,3DES,0.004695,4722052.82,0.004462,4968537.07
text_066.txt,21.65,ChaCha20,0.000032,688860061.39,0.000017,1309804342.08
text_066.txt,21.65,Camellia,0.000152,145990750.84,0.000120,184150709.48
text_067.txt,21.98,AES,0.000079,286076952.82,0.000019,1165498696.69
text_067.txt,21.98,3DES,0.004510,4991033.28,0.004659,4830650.08
text_067.txt,21.98,ChaCha20,0.000041,555325849.60,0.000019,1210325569.64
text_067.txt,21.98,Camellia,0.000158,142606336.00,0.000124,181898640.52
text_068.txt,22.31,AES,0.000049,462872853.02,0.000054,425843024.78
text_068.txt,22.31,3DES,0.004609,4956529.96,0.004551,5019103.23
text_068.txt,22.31,ChaCha20,0.000023,977700822.20,0.000016,1451737584.48
text_068.txt,22.31,Camellia,0.000166,137270316.01,0.000124,184970425.82
text_069.txt,22.64,AES,0.000054,426420906.67,0.000019,1230683123.04
text_069.txt,22.64,3DES,0.004705,4926723.76,0.004658,4976402.04
text_069.txt,22.64,ChaCha20,0.000027,860389086.02,0.000016,1429764216.47
text_069.txt,22.64,Camellia,0.000174,133549404.84,0.000132,175811874.72
text_070.txt,22.96,AES,0.000062,377905183.39,0.000018,1315110038.19
text_070.txt,22.96,3DES,0.004715,4987018.55,0.004924,4775966.15
text_070.txt,22.96,ChaCha20,0.000041,573449144.56,0.000019,1217694479.80
text_070.txt,22.96,Camellia,0.000168,139905323.21,0.000127,185750005.39
text_071.txt,23.29,AES,0.000062,386264629.37,0.000018,1333900520.11
text_071.txt,23.29,3DES,0.004743,5029032.27,0.004711,5062625.32
text_071.txt,23.29,ChaCha20,0.000023,1042109781.33,0.000016,1515796045.58
text_071.txt,23.29,Camellia,0.000154,154625253.49,0.000129,185607679.05
text_072.txt,23.62,AES,0.000047,509808166.59,0.000029,838444835.97
text_072.txt,23.62,3DES,0.005136,4709926.89,0.004870,4966798.45
text_072.txt,23.62,ChaCha20,0.000030,798833268.91,0.000019,1300664425.03
text_072.txt,23.62,Camellia,0.000159,152101686.88,0.000131,184793852.74
text_073.txt,23.95,AES,0.000069,354693487.23,0.000018,1335858588.26
text_073.txt,23.95,3DES,0.004965,4939783.47,0.004936,4968655.75
text_073.txt,23.95,ChaCha20,0.000031,803602432.00,0.000018,1390015017.51
text_073.txt,23.95,Camellia,0.000162,151489118.26,0.000132,186005626.21
text_074.txt,24.28,AES,0.000062,402588407.10,0.000021,1212446481.86
text_074.txt,24.28,3DES,0.004929,5043308.22,0.005018,4953698.39
text_074.txt,24.28,ChaCha20,0.000034,724099982.22,0.000018,1354161005.71
text_074.txt,24.28,Camellia,0.000153,162414949.28,0.000134,185204968.81
text_075.txt,24.61,AES,0.000050,505644419.06,0.000019,1337717513.72
text_075.txt,24.61,3DES,0.005069,4970588.57,0.004995,5044135.53
text_075.txt,24.61,ChaCha20,0.000026,987660594.24,0.000017,1488446247.66
text_075.txt,24.61,Camellia,0.000160,157261433.90,0.000135,186713221.88
text_076.txt,24.93,AES,0.000049,524945930.04,0.000018,1390765840.62
text_076.txt,24.93,3DES,0.005195,4914818.01,0.005103,5003689.83
text_076.txt,24.93,ChaCha20,0.000027,956151515.43,0.000016,1574837790.12
text_076.txt,24.93,Camellia,0.000165,154529537.85,0.000137,186241686.48
text_077.txt,25.26,AES,0.000065,397429508.69,0.000021,1232934725.82
text_077.txt,25.26,3DES,0.005254,4923905.42,0.005145,5027489.73
text_077.txt,25.26,ChaCha20,0.000026,986347780.65,0.000017,1549975083.89
text_077.txt,25.26,Camellia,0.000175,147616674.66,0.000157,164890966.37
text_078.txt,25.59,AES,0.000051,511197869.84,0.000021,1263305080.64
text_078.txt,25.59,3DES,0.005418,4836202.68,0.005276,4966899.04
text_078.txt,25.59,ChaCha20,0.000032,814129940.86,0.000018,1446151868.63
text_078.txt,25.59,Camellia,0.000162,162105519.20,0.000258,101390721.42
text_079.txt,25.92,AES,0.000069,386516764.44,0.000023,1159550293.33
text_079.txt,25.92,3DES,0.005327,4982625.14,0.005336,4973720.04
text_079.txt,25.92,ChaCha20,0.000030,876510457.95,0.000017,1546067057.78
text_079.txt,25.92,Camellia,0.000187,141804876.64,0.000145,183388514.27
text_080.txt,26.25,AES,0.000063,425381563.41,0.000022,1225283851.13
text_080.txt,26.25,3DES,0.005529,4861189.11,0.005388,4988322.61
text_080.txt,26.25,ChaCha20,0.000028,947278271.46,0.000017,1544193346.63
text_080.txt,26.25,Camellia,0.000172,156564047.64,0.000145,185404793.26
text_081.txt,26.57,AES,0.000073,371776548.69,0.000034,809470925.16
text_081.txt,26.57,3DES,0.005425,5016058.73,0.005483,4963056.07
text_081.txt,26.57,ChaCha20,0.000041,663577909.58,0.000019,1444751904.41
text_081.txt,26.57,Camellia,0.000166,163752367.93,0.000146,186191517.86
text_082.txt,26.90,AES,0.000068,406847488.00,0.000021,1328099845.89
text_082.txt,26.90,3DES,0.005534,4978014.16,0.005595,4923499.51
text_082.txt,26.90,ChaCha20,0.000045,611347548.11,0.000022,1229198793.53
text_082.txt,26.90,Camellia,0.000187,147566649.54,0.000149,184871498.55
text_083.txt,27.23,AES,0.000058,479319560.39,0.000019,1499409906.87
text_083.txt,27.23,3DES,0.005571,5004877.30,0.005685,4905170.19
text_083.txt,27.23,ChaCha20,0.000035,795605256.71,0.000020,1409084008.87
text_083.txt,27.23,Camellia,0.000183,152681426.55,0.000149,186529462.10
text_084.txt,27.56,AES,0.000050,566331382.20,0.000032,876764880.59
text_084.txt,27.56,3DES,0.005633,5009660.93,0.005602,5037806.29
text_084.txt,27.56,ChaCha20,0.000025,1138108258.46,0.000018,1599503498.38
text_084.txt,27.56,Camellia,0.000198,142606336.00,0.000150,187878188.70
text_085.txt,27.89,AES,0.000040,708713284.17,0.000017,1686937253.86
text_085.txt,27.89,3DES,0.006424,4445404.93,0.006256,4564850.41
text_085.txt,27.89,ChaCha20,0.000068,421734313.46,0.000024,1174240637.49
text_085.txt,27.89,Camellia,0.000191,149156344.99,0.000166,171593904.05
text_086.txt,28.21,AES,0.000069,420770247.11,0.000028,1035742146.74
text_086.txt,28.21,3DES,0.006274,4605047.74,0.006154,4694786.58
text_086.txt,28.21,ChaCha20,0.000061,475222867.33,0.000021,1409091060.09
text_086.txt,28.21,Camellia,0.000196,147065329.09,0.000164,176649899.66
text_087.txt,28.54,AES,0.000081,361625714.78,0.000024,1213773438.73
text_087.txt,28.54,3DES,0.006512,4488379.79,0.006475,4513830.31
text_087.txt,28.54,ChaCha20,0.000053,549735952.07,0.000023,1263825951.67
text_087.txt,28.54,Camellia,0.000223,131253872.93,0.000176,166338015.35
text_088.txt,28.87,AES,0.000091,324608386.01,0.000025,1169815126.94
text_088.txt,28.87,3DES,0.006550,4513372.77,0.006596,4482050.29
text_088.txt,28.87,ChaCha20,0.000063,471484423.79,0.000022,1362641796.22
text_088.txt,28.87,Camellia,0.000205,144186515.65,0.000176,168250208.22
text_089.txt,29.20,AES,0.000096,310420023.76,0.000037,814348633.77
text_089.txt,29.20,3DES,0.006856,4361317.67,0.006923,4318812.92
text_089.txt,29.20,ChaCha20,0.000062,486084068.22,0.000023,1320101995.79
text_089.txt,29.20,Camellia,0.000209,142835637.36,0.000183,163293866.67
text_090.txt,29.53,AES,0.000068,444978862.26,0.000022,1393615118.07
text_090.txt,29.53,3DES,0.006985,4328440.42,0.006739,4486467.46
text_090.txt,29.53,ChaCha20,0.000052,579082081.02,0.000020,1491987949.93
text_090.txt,29.53,Camellia,0.000196,153906523.96,0.000169,178870205.56
text_091.txt,29.86,AES,0.000077,395766240.40,0.000022,1393785455.30
text_091.txt,29.86,3DES,0.006470,4725218.77,0.006385,4787852.36
text_091.txt,29.86,ChaCha20,0.000038,806467055.90,0.000020,1508567786.92
text_091.txt,29.86,Camellia,0.000222,137731752.83,0.000172,178094808.18
text_092.txt,30.18,AES,0.000062,500531073.48,0.000022,1409103782.96
text_092.txt,30.18,3DES,0.006516,4743242.03,0.006817,4533732.53
text_092.txt,30.18,ChaCha20,0.000114,270078225.07,0.000026,1178523163.93
text_092.txt,30.18,Camellia,0.000210,147482989.80,0.000173,178810411.08
text_093.txt,30.51,AES,0.000067,469701914.61,0.000028,1120058411.76
text_093.txt,30.51,3DES,0.006644,4702750.10,0.006947,4497300.33
text_093.txt,30.51,ChaCha20,0.000089,349458224.47,0.000031,1023803392.00
text_093.txt,30.51,Camellia,0.000261,119896463.11,0.000220,141825578.11
text_094.txt,30.84,AES,0.000085,369989162.91,0.000036,883040802.13
text_094.txt,30.84,3DES,0.007028,4493236.55,0.006979,4525010.94
text_094.txt,30.84,ChaCha20,0.000055,575896175.30,0.000022,1455561761.76
text_094.txt,30.84,Camellia,0.000217,145396399.91,0.000187,169164904.62
text_095.txt,31.17,AES,0.000086,369793940.51,0.000032,1006506815.52
text_095.txt,31.17,3DES,0.007111,4488061.37,0.007414,4304630.73
text_095.txt,31.17,ChaCha20,0.000093,345013934.19,0.000026,1251078565.08
text_095.txt,31.17,Camellia,0.000224,142258667.87,0.000190,168172621.19
text_096.txt,31.50,AES,0.000071,452423721.10,0.000049,663111238.27
text_096.txt,31.50,3DES,0.007334,4397317.97,0.006913,4665609.87
text_096.txt,31.50,ChaCha20,0.000083,389840612.70,0.000037,878407094.86
text_096.txt,31.50,Camellia,0.000230,140326444.61,0.000196,164567752.56
text_097.txt,31.82,AES,0.000109,299745567.44,0.000050,653990328.96
text_097.txt,31.82,3DES,0.007667,4250520.22,0.007053,4620511.76
text_097.txt,31.82,ChaCha20,0.000057,571899492.69,0.000026,1253981456.44
text_097.txt,31.82,Camellia,0.000244,133610927.42,0.000193,169163340.04
text_098.txt,32.15,AES,0.000092,358683804.92,0.000039,847197944.15
text_098.txt,32.15,3DES,0.007273,4527054.32,0.007382,4459800.57
text_098.txt,32.15,ChaCha20,0.000075,438391317.13,0.000031,1046161097.70
text_098.txt,32.15,Camellia,0.000223,147851461.34,0.000192,171757792.16
text_099.txt,32.48,AES,0.000077,429238618.58,0.000030,1107163103.49
text_099.txt,32.48,3DES,0.007327,4539177.79,0.007112,4676899.26
text_099.txt,32.48,ChaCha20,0.000065,512877025.88,0.000023,1438170629.28
text_099.txt,32.48,Camellia,0.000224,148565017.08,0.000185,179309191.57
text_100.txt,32.81,AES,0.000073,457505964.88,0.000047,711675945.37
text_100.txt,32.81,3DES,0.007153,4696591.58,0.007063,4756517.71
text_100.txt,32.81,ChaCha20,0.000038,886237969.71,0.000023,1437875889.63
text_100.txt,32.81,Camellia,0.000221,152008454.35,0.000187,179277146.54
